sqft_living,bedrooms,bathrooms,price
1270,3,2.5,280000.0
2260,4,2.5,325000.0
1780,3,2.5,495000.0
1780,2,2.0,691000.0
4080,4,2.5,2288000.0
2120,3,2.5,329500.0
2060,3,2.5,348000.0
1670,2,1.0,425000.0
1080,3,1.0,210000.0
1210,2,1.0,285000.0
990,3,1.0,222000.0
1720,4,2.5,200000.0
1530,3,2.0,247500.0
1100,3,1.75,190000.0
3020,4,2.5,975000.0
3180,4,3.0,1130000.0
1830,4,1.75,283200.0
2540,3,2.5,650000.0
1770,3,2.0,449500.0
1470,3,1.75,400000.0
570,1,1.0,89950.0
960,3,1.0,158800.0
2940,4,3.0,870000.0
1000,3,1.5,196000.0
2450,3,1.75,850000.0
3310,4,2.5,775000.0
1670,3,2.5,483500.0
1620,3,1.5,387000.0
2990,3,3.0,900000.0
1240,3,1.5,336000.0
670,2,1.0,415000.0
1470,0,0.0,380000.0
1320,3,1.5,350000.0
2440,3,1.75,765000.0
2900,4,2.5,527000.0
2310,4,2.75,524000.0
1110,2,1.0,448000.0
4100,4,3.25,775000.0
930,3,1.0,176500.0
2420,4,2.25,750000.0
2870,4,2.25,1265000.0
1480,3,1.0,250000.0
1960,3,2.75,759000.0
1470,3,2.0,640000.0
2460,3,3.25,990000.0
1960,4,1.75,395000.0
1160,2,1.5,275000.0
1910,3,2.5,390000.0
2720,5,2.75,752500.0
1020,2,1.0,450000.0
900,2,1.0,473000.0
1120,3,1.75,178500.0
2340,3,2.5,485000.0
1410,3,1.5,215000.0
1920,4,1.75,589000.0
1370,4,1.75,325000.0
1590,3,2.5,580000.0
1850,4,1.75,181100.0
1430,3,2.0,345000.0
1940,3,1.75,781000.0
1270,4,1.0,402500.0
1380,3,1.5,426000.0
1720,3,2.5,389000.0
4050,6,3.0,670000.0
3660,4,3.25,1506000.0
1870,3,2.25,288400.0
2230,4,2.0,700000.0
2020,4,3.0,830000.0
3690,2,2.75,1899000.0
1450,2,1.0,350500.0
1630,3,1.75,431000.0
1840,3,2.5,485000.0
1620,3,1.5,780000.0
1840,2,1.5,720000.0
1360,3,1.0,415000.0
2080,4,1.0,480000.0
2550,4,2.25,452250.0
2550,3,2.5,316000.0
1160,2,1.0,700000.0
1760,4,2.0,285000.0
1720,3,1.75,575000.0
2300,3,2.25,590000.0
2500,4,1.75,587500.0
1750,4,2.25,364000.0
1890,3,2.5,490000.0
1800,3,2.25,410000.0
2160,3,2.5,520000.0
1380,3,1.0,389000.0
1180,2,1.0,450000.0
2550,3,2.5,325000.0
1070,2,1.0,660000.0
2870,3,2.25,850000.0
1940,3,2.5,285000.0
870,2,1.0,395000.0
1550,3,2.0,440000.0
1400,3,1.75,249000.0
1210,3,1.75,635000.0
3430,3,2.5,515000.0
3020,3,3.25,1400000.0
950,2,1.0,200000.0
3370,4,2.75,1135000.0
1460,4,1.0,445000.0
1740,3,1.5,555000.0
1720,4,2.0,537000.0
1480,3,1.75,315000.0
3320,5,2.5,805000.0
3490,4,2.5,414000.0
1160,2,1.5,375000.0
3010,4,1.75,401000.0
1030,3,1.0,210000.0
980,2,1.0,365000.0
1990,5,1.5,178000.0
1790,2,1.0,710000.0
810,2,1.0,255000.0
2940,5,2.25,528000.0
4883,4,4.25,537000.0
1360,4,1.5,442000.0
1370,3,1.75,375000.0
2120,4,2.5,637250.0
1240,3,1.75,427500.0
2770,4,2.5,700000.0
1660,3,1.75,680000.0
1170,2,2.0,393820.0
2470,4,2.75,525000.0
1310,2,1.75,505000.0
1670,3,2.0,555565.0
1660,3,1.75,650000.0
3500,5,3.25,632500.0
1440,3,2.5,269000.0
2360,4,2.75,405000.0
3460,3,3.5,845000.0
1750,3,1.0,234000.0
1470,4,1.75,638000.0
1710,3,1.75,290000.0
520,1,0.75,262000.0
2350,4,2.5,270000.0
2380,4,2.25,875000.0
1920,3,2.25,299000.0
1580,3,1.0,551000.0
3070,3,2.75,350000.0
2660,3,2.5,1901000.0
1700,2,1.75,511718.0
2680,4,2.25,475000.0
2720,4,2.75,1062000.0
940,2,1.0,252000.0
3596,6,2.5,580000.0
1240,2,2.25,374950.0
4660,5,4.0,739000.0
1710,4,1.75,271000.0
930,2,1.0,230000.0
1430,3,2.25,210000.0
1650,3,2.75,350000.0
1560,3,2.25,491500.0
1870,3,2.5,325000.0
1320,3,2.0,190000.0
1400,4,2.0,658600.0
1940,3,1.5,299950.0
2000,5,2.0,464000.0
1640,3,1.0,308000.0
1020,3,1.0,625000.0
1630,3,1.75,240000.0
2940,4,2.5,530000.0
2120,5,4.5,1000000.0
790,1,1.0,439000.0
2020,4,1.75,575000.0
1530,3,1.75,418000.0
3250,4,3.75,1208000.0
2930,4,3.75,1100000.0
3150,3,3.75,1900000.0
2180,3,2.5,580000.0
1040,2,1.0,380000.0
880,3,1.0,256000.0
1400,3,1.0,349950.0
2600,4,2.5,691500.0
1590,3,1.75,556000.0
1610,3,2.25,218000.0
1390,4,2.0,425000.0
3710,3,3.25,935000.0
2360,4,1.75,732000.0
1440,3,1.0,805500.0
1400,3,1.75,507250.0
4600,4,2.5,800000.0
2100,3,2.25,600000.0
2010,4,1.75,627800.0
2550,2,2.25,660000.0
1240,2,2.5,153503.0
2090,3,2.25,456500.0
2770,5,2.5,1306000.0
3560,3,2.5,843500.0
1240,3,1.0,625000.0
1640,2,1.75,527000.0
3940,5,3.75,1965000.0
3150,5,2.5,1003000.0
2550,4,3.0,855000.0
3940,4,3.25,725000.0
580,1,1.0,315000.0
1330,3,1.75,180000.0
930,2,1.0,700000.0
1060,3,1.0,476500.0
1180,3,1.5,193000.0
1850,4,2.5,295000.0
820,2,1.0,363000.0
3600,4,2.5,875000.0
1850,3,2.0,257200.0
2240,3,2.0,555000.0
1860,3,2.25,380000.0
2390,4,2.75,282000.0
2040,4,2.5,545000.0
1900,3,1.5,550000.0
1900,3,1.5,921500.0
2200,3,1.5,885000.0
2280,4,2.25,820000.0
1090,3,1.0,289000.0
670,1,1.0,334000.0
1050,3,1.0,206000.0
2090,3,2.25,491950.0
2030,3,2.5,430000.0
1250,3,2.0,208000.0
2600,4,2.25,245000.0
640,2,1.0,426000.0
2120,3,2.5,400000.0
1330,3,1.0,553000.0
750,2,1.0,296000.0
2230,3,2.5,428000.0
1890,4,2.5,325000.0
820,2,1.0,294000.0
1880,3,1.75,410000.0
2360,4,4.25,590000.0
1850,3,2.25,445000.0
2310,4,2.5,921000.0
2520,3,1.5,496000.0
800,2,1.0,95000.0
1580,4,1.75,359000.0
2430,3,2.5,452500.0
2350,4,1.75,555000.0
3800,5,3.0,549900.0
3670,5,3.0,569000.0
1780,4,2.0,318500.0
1295,2,1.5,487028.0
1350,3,1.0,240000.0
1440,3,2.25,253000.0
1320,5,1.75,380000.0
700,2,0.75,250000.0
2510,2,1.75,368500.0
3180,3,1.0,340000.0
910,2,1.0,400000.0
1570,3,2.0,835000.0
2450,3,2.5,299000.0
4910,6,2.25,1675000.0
1570,3,2.0,265000.0
2680,4,2.5,437500.0
2090,3,1.75,865000.0
2150,3,2.0,626000.0
1140,2,2.0,247300.0
4230,4,3.5,2075000.0
1790,3,1.0,425000.0
3100,5,3.5,905000.0
2220,3,2.5,641250.0
2370,4,2.5,675000.0
4070,4,2.75,845000.0
1790,4,1.0,401500.0
1610,3,2.5,395000.0
2830,5,2.75,1100000.0
1010,3,1.0,145000.0
1560,3,1.0,900000.0
1330,3,1.5,374500.0
2330,4,2.25,850000.0
960,3,1.0,490000.0
1710,3,2.5,304000.0
2230,4,2.25,400000.0
1700,3,2.0,454000.0
1040,2,2.0,160000.0
1070,3,1.75,542000.0
3600,5,2.5,403500.0
2750,4,2.5,418000.0
1920,4,1.5,406000.0
1770,3,2.25,242500.0
2460,4,2.5,425000.0
1550,4,2.0,613000.0
1460,3,2.0,189000.0
2440,4,2.25,700000.0
1640,3,1.0,750000.0
1290,2,1.0,494000.0
3150,4,3.0,700000.0
2305,2,2.5,705000.0
1060,2,1.75,356000.0
2060,3,1.75,625000.0
900,2,1.0,144975.0
3890,4,4.5,970000.0
1910,3,1.75,415000.0
2340,4,3.0,485000.0
2900,3,3.0,799950.0
3290,4,2.5,783350.0
630,1,1.0,430000.0
4270,4,2.5,975000.0
1700,3,1.5,950000.0
1430,2,1.0,350000.0
2850,4,2.75,637000.0
2160,3,2.0,895000.0
1760,2,2.0,579000.0
2700,4,1.75,314900.0
860,2,1.0,122000.0
880,2,1.0,405000.0
1360,2,2.5,553650.0
1770,2,2.5,369900.0
2030,3,2.0,225000.0
1180,2,1.0,160000.0
2430,4,2.0,449500.0
1300,3,1.0,650000.0
2360,4,2.5,542126.0
1200,3,1.5,309950.0
1000,2,1.0,115000.0
1556,2,1.5,221700.0
1890,3,2.5,726000.0
1810,3,1.75,515000.0
2730,4,2.5,756000.0
3070,4,3.75,1570000.0
2080,4,2.25,442000.0
1620,4,2.0,260000.0
1150,2,1.75,390000.0
1250,2,1.0,459500.0
1430,3,1.5,330000.0
790,2,1.0,189000.0
1200,3,1.0,280000.0
2110,2,1.75,400000.0
3160,4,2.0,368000.0
2700,4,1.75,390000.0
820,2,1.0,245000.0
1800,4,2.5,375000.0
1750,5,1.5,465000.0
1540,3,2.0,445000.0
1130,3,1.0,250000.0
1500,3,1.0,475500.0
1600,2,1.75,672324.0
1200,3,2.0,420000.0
1690,3,2.0,515000.0
2270,4,2.5,732350.0
1910,4,2.5,297500.0
1640,3,1.5,475000.0
2120,4,2.5,414000.0
1400,3,1.5,357250.0
760,2,1.0,289950.0
1070,3,1.0,550000.0
1460,3,1.75,446000.0
1280,3,1.5,279000.0
1650,3,2.25,370000.0
1260,3,2.0,216000.0
2200,3,2.5,1100000.0
3560,4,2.5,1280600.0
1140,2,1.5,355000.0
2550,4,2.5,699000.0
1553,3,2.5,412000.0
1140,2,1.0,276000.0
790,2,1.0,100000.0
2130,4,1.75,955500.0
1390,3,1.0,199000.0
4000,4,3.5,762000.0
1520,4,2.0,425000.0
1657,2,1.0,546000.0
1680,3,1.75,419600.0
2270,4,2.25,735000.0
2470,2,2.5,1234570.0
1240,2,2.0,445000.0
1740,3,2.0,665000.0
4090,5,3.5,1290000.0
2520,4,2.75,508500.0
1340,5,1.0,345950.0
1640,3,1.0,207500.0
3000,4,2.5,1075000.0
1210,3,1.0,640000.0
1810,3,1.0,329500.0
2200,4,2.75,460000.0
2200,3,1.75,1230000.0
2350,5,3.0,805000.0
1090,3,1.5,200000.0
2280,3,1.75,749700.0
1430,0,1.5,288000.0
1520,2,1.0,535000.0
1620,3,2.25,330000.0
1510,3,2.0,479200.0
3001,5,2.5,373000.0
2020,4,1.5,355000.0
1380,3,2.0,275000.0
1520,3,1.5,380000.0
1090,2,1.75,417000.0
4220,5,3.75,1165000.0
2520,3,2.25,598500.0
1760,3,2.0,629000.0
930,2,1.0,226950.0
2600,4,2.5,1225000.0
2180,3,2.25,415000.0
1910,3,2.5,595000.0
1100,3,1.75,209950.0
1760,3,1.75,568000.0
700,2,1.0,119900.0
1080,3,1.0,207000.0
1070,3,1.0,195000.0
1460,3,1.5,324950.0
1050,1,1.0,210000.0
3160,4,2.75,1078000.0
1400,4,1.0,325088.0
3120,4,3.0,790000.0
720,2,1.0,150000.0
2840,3,3.0,790000.0
1220,2,1.0,255000.0
2820,4,3.0,697000.0
840,2,1.0,457500.0
1610,3,2.0,690000.0
1860,4,3.25,967000.0
2260,4,1.75,980000.0
2450,4,2.75,619420.0
850,2,1.0,389000.0
1800,3,1.0,500000.0
1230,4,1.75,569000.0
2060,4,2.25,425000.0
2750,4,2.25,635000.0
1120,2,1.0,256500.0
3010,4,2.5,695000.0
1580,4,1.5,535000.0
2630,4,2.5,454200.0
790,2,1.0,418500.0
3110,4,2.75,749950.0
2130,3,1.75,338500.0
4520,4,3.75,1250000.0
1600,3,2.5,299950.0
1950,4,1.75,325000.0
2010,4,3.0,434000.0
2550,4,1.75,328950.0
2000,4,2.0,570000.0
2170,3,2.25,802000.0
1550,3,1.0,525000.0
2790,6,3.0,700000.0
1980,3,1.75,350000.0
1190,2,1.5,277500.0
3650,5,2.75,1575000.0
1510,3,1.0,195000.0
1200,3,2.0,222000.0
2830,5,3.0,865000.0
1650,4,2.0,445000.0
1710,4,1.5,495800.0
1740,3,1.0,548500.0
1840,3,1.75,310000.0
1820,3,1.5,205000.0
3860,5,3.75,470000.0
1810,3,1.5,430000.0
1030,2,2.0,310000.0
1410,4,1.0,355000.0
2140,5,2.5,621500.0
1930,6,1.5,175000.0
1930,6,1.5,326000.0
1930,4,3.5,690000.0
2210,4,2.5,335000.0
1360,4,1.0,197000.0
1830,3,1.75,312500.0
2120,3,2.25,436000.0
2700,4,2.5,1015000.0
3160,4,2.5,805000.0
2770,4,2.25,652427.0
2240,3,2.5,1008000.0
2570,4,2.5,355000.0
880,2,1.0,334550.0
1820,3,2.25,557500.0
1660,4,2.25,277500.0
2200,4,3.0,300000.0
1640,4,1.0,325000.0
1650,4,2.0,402500.0
1420,3,1.75,461000.0
1270,3,1.0,540000.0
1070,3,1.0,385000.0
1060,2,1.0,480000.0
2190,3,2.25,539950.0
1940,3,2.25,529000.0
1300,3,2.5,417000.0
1330,3,1.5,405000.0
1940,3,2.25,299000.0
2100,3,1.75,299000.0
1290,3,1.0,372220.0
1560,2,1.75,494400.0
2630,3,1.75,280000.0
2100,3,2.5,277950.0
2070,3,2.75,770000.0
2960,4,2.5,760000.0
1300,2,2.0,230000.0
2520,4,2.5,525000.0
1150,3,1.0,307000.0
2030,4,2.0,253779.0
1880,3,1.5,405000.0
2320,2,1.0,360000.0
1050,2,1.0,521000.0
3030,4,2.5,680000.0
530,1,0.75,355000.0
1090,3,1.5,200000.0
2220,3,2.25,330000.0
1430,3,2.25,221000.0
3780,4,4.5,1598890.0
1560,2,1.0,310000.0
2220,4,2.25,862000.0
1140,3,1.5,200000.0
2540,4,2.5,630000.0
1440,3,2.25,432250.0
1570,3,2.25,478000.0
1860,4,2.25,249000.0
2440,5,3.0,495000.0
2100,4,2.5,630000.0
2150,4,2.5,550000.0
2440,3,2.5,350000.0
1930,5,1.5,270000.0
1830,4,2.0,488250.0
1850,4,3.5,248000.0
3210,4,3.5,889000.0
1090,1,1.0,375000.0
1870,3,1.5,933000.0
1920,3,2.25,625000.0
700,2,1.0,328000.0
3380,4,2.25,470000.0
2430,5,2.5,502500.0
1950,3,1.75,484000.0
900,2,1.0,252500.0
2060,3,2.5,610000.0
2180,4,2.0,419000.0
2140,4,2.25,322500.0
1730,6,1.0,563000.0
3140,4,2.5,464000.0
3010,4,4.25,870000.0
800,2,1.5,280000.0
3300,3,2.5,850000.0
1530,2,1.0,458950.0
760,2,1.0,122000.0
2450,5,3.0,525000.0
1000,2,1.0,286300.0
840,2,1.0,218450.0
1380,3,1.5,525000.0
1380,3,1.5,650000.0
2020,4,2.0,356000.0
1260,2,1.0,436500.0
1440,3,1.75,410000.0
1540,4,1.75,512500.0
1060,4,1.0,510000.0
1900,4,1.75,566000.0
2870,3,1.75,525000.0
1050,3,1.0,435000.0
1840,3,2.75,406500.0
3000,5,2.75,550000.0
1200,3,2.0,251000.0
1840,3,1.5,830000.0
2790,4,2.5,803000.0
970,3,1.0,206000.0
1070,4,1.0,200000.0
900,2,1.0,219000.0
2680,4,4.0,777000.0
2000,3,2.5,593700.0
1660,3,1.5,712500.0
1770,4,1.5,600000.0
1230,3,2.0,554663.0
1740,3,1.0,267000.0
1710,3,2.0,390000.0
2020,6,2.0,335000.0
2410,4,2.5,938000.0
2310,4,2.75,370000.0
2400,5,2.5,335000.0
3160,5,2.0,695000.0
1560,3,1.0,387500.0
1770,3,2.5,245000.0
1600,3,2.0,308550.0
1330,3,1.75,225000.0
2970,4,2.5,715000.0
1020,3,1.0,335000.0
2490,3,2.5,634000.0
1700,5,2.0,337500.0
850,1,1.0,440000.0
1250,3,1.75,350000.0
610,2,1.0,400000.0
3700,4,3.5,1288000.0
950,3,1.0,435000.0
3860,4,2.5,681000.0
1360,3,3.5,397000.0
3890,4,2.5,775000.0
1680,3,2.25,480000.0
1520,3,2.5,158000.0
2420,3,2.0,590000.0
3890,5,2.75,772500.0
2940,5,1.5,464500.0
1350,3,1.75,281000.0
2190,3,2.25,620000.0
2280,3,2.25,475000.0
1070,2,2.0,245000.0
2540,5,2.25,660000.0
2270,4,2.25,527500.0
1220,2,1.0,135000.0
1890,3,1.75,275000.0
1990,4,2.0,430000.0
1220,3,1.0,213500.0
2640,3,3.0,535000.0
1480,3,1.75,641000.0
2320,3,2.0,436300.0
2410,4,1.75,1440000.0
2090,4,2.75,830000.0
920,3,1.0,380000.0
850,3,0.75,132500.0
1130,3,1.0,179950.0
1260,3,1.0,188200.0
2090,4,2.0,659000.0
2020,3,2.0,317000.0
1970,3,2.25,625000.0
1820,3,1.75,350000.0
1840,3,1.5,750000.0
2100,4,1.75,457000.0
1770,4,2.0,632500.0
1110,3,2.0,223000.0
2090,4,2.75,610000.0
2080,4,1.75,385000.0
1400,3,3.25,367500.0
1060,3,1.0,385100.0
720,2,1.0,230000.0
1100,3,2.75,286000.0
1010,3,1.0,201700.0
2420,4,1.75,525000.0
1200,3,1.5,361000.0
1950,3,1.5,530000.0
1870,3,2.25,455000.0
1310,4,2.25,421000.0
1520,4,2.0,640000.0
1270,3,1.0,240000.0
840,2,1.0,360000.0
900,2,1.0,157340.0
3010,4,3.0,1240000.0
1050,3,1.0,250000.0
3360,6,2.75,735000.0
2690,3,3.5,775000.0
1710,3,1.75,463000.0
1640,3,2.5,579000.0
4000,6,3.75,570000.0
4140,5,4.5,1060000.0
3140,4,2.75,375000.0
1320,2,1.75,422000.0
3080,4,3.5,866500.0
2500,3,2.5,705000.0
2520,4,2.5,470000.0
2350,3,1.25,360000.0
2570,4,2.5,795000.0
3100,4,2.5,800000.0
4730,4,3.5,2453500.0
1030,3,1.75,277284.0
1020,2,1.0,460000.0
2080,3,2.5,898888.0
1410,3,1.0,211000.0
1360,2,2.0,222000.0
2620,3,2.5,672000.0
2260,3,2.25,778000.0
1490,3,1.75,312500.0
2530,4,2.5,650000.0
3140,6,2.25,740000.0
1820,3,2.0,320000.0
1770,4,2.5,455000.0
4430,5,4.0,2450000.0
1490,3,3.25,500000.0
1790,3,1.75,325000.0
1710,3,2.5,416000.0
2070,4,2.25,495000.0
1140,2,1.0,549000.0
3930,5,2.0,589000.0
1100,3,1.5,194820.0
2260,3,2.5,405000.0
2260,3,2.5,625000.0
1130,3,1.0,205000.0
1950,3,3.75,345100.0
960,3,1.0,200000.0
4210,4,3.5,1905000.0
3430,3,1.5,524500.0
3470,4,2.75,598600.0
2140,5,3.0,367777.0
2520,3,2.75,750000.0
3550,5,2.25,575000.0
700,2,1.0,84000.0
740,2,1.0,255000.0
3300,4,3.75,1740000.0
1640,3,2.25,415000.0
2780,3,2.5,449900.0
1830,5,1.5,220000.0
3540,4,2.5,899000.0
1440,3,2.5,430000.0
2960,4,2.5,472500.0
3180,6,2.5,680000.0
3310,5,4.0,1650000.0
2390,3,2.0,810000.0
2460,3,2.5,605000.0
1630,3,1.75,522000.0
3490,5,2.75,759000.0
2500,4,2.75,411000.0
2080,4,2.5,286950.0
1290,3,1.5,440000.0
1700,3,1.0,149000.0
1700,3,1.0,284700.0
2540,3,2.5,374950.0
1180,3,1.5,816000.0
1520,4,1.75,533250.0
2390,3,2.75,689800.0
2740,4,2.75,775000.0
2190,3,2.5,702000.0
1350,3,1.0,160000.0
1350,3,1.0,255500.0
2980,4,2.75,949000.0
790,2,1.0,169500.0
2130,4,2.25,586000.0
2700,4,2.5,680000.0
3200,3,2.0,851500.0
1159,2,1.5,582500.0
3080,4,3.5,637000.0
1000,3,1.0,225000.0
2260,3,3.25,795000.0
2270,4,2.25,304999.0
760,1,0.75,95000.0
1420,4,1.75,240000.0
2500,4,2.5,772000.0
1450,2,1.5,245000.0
2500,5,3.0,430000.0
2210,3,1.5,799000.0
3020,5,2.75,880000.0
3290,4,2.5,750000.0
1820,3,2.5,532000.0
2500,4,2.75,525000.0
1210,2,1.0,239000.0
1090,2,1.5,460000.0
1330,4,2.25,540000.0
890,2,1.0,475000.0
1360,3,1.75,445000.0
4220,5,3.75,1575000.0
3780,4,2.5,549950.0
2610,4,2.0,294950.0
1980,3,2.5,736000.0
1290,3,1.75,214946.0
3620,5,3.25,856000.0
2680,2,2.5,775000.0
1200,3,1.75,205000.0
1992,2,2.75,429592.0
1640,4,1.75,414250.0
1920,4,2.75,399950.0
1840,3,2.25,319990.0
1310,3,1.5,524000.0
1050,2,1.0,349950.0
2570,4,2.5,889000.0
930,3,1.0,300000.0
730,1,1.0,395000.0
1270,2,2.5,348000.0
1150,2,1.0,830000.0
820,2,1.0,173000.0
3000,4,1.75,585000.0
2220,3,2.0,576750.0
2500,5,3.25,495000.0
1540,3,3.5,216650.0
2750,4,2.75,615000.0
3130,4,2.5,675000.0
1430,3,2.0,510000.0
2680,3,2.5,630000.0
3010,4,2.5,359950.0
1530,3,1.5,265000.0
1240,3,1.0,210000.0
2260,3,2.5,367000.0
2820,4,2.25,1075000.0
3560,3,2.5,756000.0
1630,3,2.25,203000.0
2880,4,2.5,535000.0
2200,3,3.25,525000.0
1620,3,1.75,347500.0
1480,3,1.75,620000.0
2250,4,2.5,645000.0
3540,4,3.0,2200000.0
1790,3,2.0,280000.0
1400,3,2.0,432000.0
2390,3,1.5,790000.0
2400,4,1.75,635000.0
2050,3,1.5,442000.0
2640,4,3.0,490000.0
2320,5,1.75,250000.0
2440,4,2.5,1325000.0
1260,3,1.0,120000.0
1930,4,2.5,325000.0
1200,4,1.75,210000.0
970,1,1.0,215000.0
1810,3,1.75,387000.0
1380,3,1.0,408000.0
1470,3,1.0,410000.0
1010,3,1.0,216000.0
1010,3,1.0,390000.0
1340,3,1.5,357000.0
970,3,1.0,215000.0
1122,3,1.0,265000.0
1670,3,2.75,589950.0
2840,3,1.75,440000.0
770,2,1.0,248000.0
2040,3,2.25,730000.0
3052,4,2.5,425000.0
2620,3,2.5,680000.0
3120,5,2.25,341500.0
1100,2,1.0,395000.0
3410,4,2.75,1225000.0
2510,5,2.75,695500.0
1680,3,1.75,308000.0
1960,3,2.0,422500.0
1040,2,1.0,418000.0
1750,5,1.5,385000.0
2170,3,3.25,876650.0
1639,3,2.5,450000.0
2100,4,2.25,418800.0
880,2,1.0,330000.0
1940,3,1.75,550000.0
2490,4,2.5,270000.0
2060,3,2.25,978500.0
2720,4,2.5,975000.0
2180,3,2.25,455000.0
3600,4,3.25,1415000.0
840,2,1.0,220000.0
2370,3,2.0,490000.0
2270,4,2.25,420000.0
2720,4,2.5,408500.0
1140,3,1.5,716000.0
2460,4,2.5,965000.0
1240,3,1.5,357823.0
1670,3,2.25,425000.0
2220,4,1.75,711777.0
980,3,1.0,335000.0
1890,4,1.5,825000.0
1100,2,1.0,210000.0
2770,2,1.75,575000.0
4250,4,2.75,1208000.0
1370,2,2.0,431500.0
1480,3,1.5,475000.0
3770,4,3.75,1495000.0
2870,6,3.0,540000.0
3820,3,2.5,775000.0
1530,3,2.5,635000.0
4120,3,2.75,1300000.0
1590,3,2.25,405000.0
1520,3,1.0,210000.0
2350,4,2.5,880000.0
1370,4,2.0,239000.0
1540,3,2.5,515000.0
3786,3,3.25,1379900.0
1500,4,2.25,215000.0
1750,6,2.0,315000.0
1800,3,1.5,442500.0
1180,2,1.75,311000.0
830,2,1.0,425000.0
1540,3,1.75,433500.0
1610,3,2.25,450000.0
1990,3,2.25,675000.0
2070,3,2.5,535000.0
1760,3,1.75,577000.0
1740,3,1.75,480000.0
1950,3,1.5,400000.0
1280,3,1.0,304000.0
1460,3,1.75,355000.0
3770,4,3.25,998000.0
2410,4,1.75,550000.0
2410,4,1.75,550000.0
1400,3,1.75,210000.0
2100,3,2.5,317000.0
1000,3,1.0,265000.0
3150,4,3.5,700000.0
4180,5,3.5,1020000.0
2840,4,2.25,1145000.0
2110,4,2.5,460000.0
1660,2,1.5,410000.0
2160,4,3.0,665000.0
2420,4,2.5,600000.0
1920,4,1.75,502000.0
2310,4,2.5,364950.0
2330,3,2.25,680000.0
2340,5,2.5,235500.0
2590,4,2.5,576000.0
1410,2,3.0,405000.0
2850,3,2.75,335000.0
730,2,1.0,122000.0
1470,3,1.75,432000.0
2330,4,2.25,375000.0
2460,4,2.25,276000.0
2080,3,2.25,450000.0
990,2,1.0,210000.0
1450,3,2.5,279000.0
1340,3,1.75,635000.0
2730,3,2.5,350000.0
1140,3,1.0,218000.0
1950,4,1.5,750000.0
2000,4,1.75,310597.0
900,3,1.0,355000.0
3390,5,2.75,735000.0
720,1,1.0,155000.0
940,3,1.0,354000.0
1770,3,1.75,415000.0
590,1,1.0,202000.0
1980,3,2.5,580000.0
3070,4,3.25,1495000.0
3500,4,2.5,790000.0
2100,3,2.5,499900.0
2620,4,2.25,525000.0
2810,4,2.5,810000.0
2290,4,1.5,425000.0
1350,3,1.75,241250.0
2770,4,2.5,318700.0
2530,4,1.75,720000.0
1280,3,1.0,291000.0
1060,3,1.75,420000.0
1000,2,1.75,210000.0
3870,3,3.25,645000.0
3370,5,2.0,762000.0
2290,4,1.75,247500.0
1670,3,2.25,282500.0
1460,3,1.75,395000.0
1770,3,1.75,295000.0
820,2,1.0,235000.0
1900,3,1.75,770000.0
1870,2,2.0,559950.0
1840,4,2.0,639000.0
1590,3,1.0,314950.0
1640,3,1.0,525000.0
3000,3,2.25,2400000.0
2160,3,1.75,820000.0
2490,3,3.0,1385000.0
1290,3,2.0,521450.0
3190,3,2.5,760750.0
1540,4,1.0,759600.0
2140,3,2.0,346150.0
980,2,1.0,390000.0
2450,5,2.25,359950.0
1360,3,2.0,430000.0
4610,4,3.5,960000.0
2860,3,2.5,1010000.0
1810,3,2.0,290000.0
2240,4,2.0,1350000.0
3610,3,3.25,777000.0
1450,2,1.0,526000.0
1450,3,3.5,550000.0
1820,3,1.5,276000.0
2080,3,1.75,325000.0
1780,3,2.5,365000.0
4340,8,6.0,2150000.0
2860,4,3.25,825050.0
2540,3,1.5,690000.0
1140,4,1.0,390000.0
1320,3,2.0,385000.0
2040,3,2.5,619000.0
1790,4,2.25,494000.0
1910,3,2.0,412450.0
1460,3,1.75,580000.0
1420,3,1.5,269900.0
1790,4,1.5,704300.0
1390,3,2.0,267000.0
1880,4,1.75,310000.0
1570,3,1.5,227064.0
2690,3,2.5,925000.0
1670,3,1.75,245000.0
1040,3,1.0,339888.0
1560,4,2.0,439000.0
1470,2,1.0,400000.0
2070,3,2.25,560000.0
1370,2,1.0,703011.0
1120,2,1.0,363000.0
2640,4,2.75,650000.0
1030,3,1.0,299950.0
1120,3,1.0,228950.0
1730,4,1.75,465000.0
2090,3,2.5,725000.0
920,3,1.0,212500.0
2970,4,2.25,526000.0
1720,3,2.5,383000.0
1460,3,1.75,244000.0
1540,3,1.5,565000.0
2850,8,3.0,373000.0
1310,3,2.0,300000.0
2430,5,2.5,405000.0
1700,3,1.5,979000.0
2160,4,1.75,324888.0
860,3,1.5,445000.0
2050,3,3.5,761000.0
1650,4,2.0,435000.0
1570,3,2.25,252000.0
1660,3,1.75,350000.0
1220,3,1.0,875000.0
1220,3,1.0,940000.0
1780,3,2.0,280000.0
2180,3,2.5,450000.0
3520,3,2.5,905000.0
2220,3,2.5,382450.0
1610,3,2.0,246700.0
1070,3,1.5,220000.0
1060,3,1.0,555750.0
1160,3,1.5,262500.0
910,2,1.0,515000.0
2970,3,2.5,499500.0
790,1,1.0,135000.0
1540,2,2.0,462500.0
3130,4,2.5,937500.0
1470,3,1.5,458000.0
3160,4,2.75,845000.0
2675,3,2.25,660000.0
1340,3,2.0,265000.0
3830,9,4.5,599999.0
1800,3,2.5,280000.0
2990,3,3.25,1055000.0
3720,4,3.0,875000.0
